
=== Eastern Mediterranean (5295 records) ===
TrackNumber  Vessel_Name                    IMO        Flag  Location                  Country             
MEDUFF251039 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF255253 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF255329 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF256855 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF260873 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUFF260923 MSC VEGA                       9465265    LR    Iskenderun                Turkey              
MEDUJ4214527 MSC VEGA                       9465265    LR    Damietta                  Egypt               
MEDUJ4216522 MSC VEGA                       9465265    LR    Damietta                  Egypt               
MEDUJ4260868 MSC VEGA                       9465265    LR    Damietta                  Egypt               
MEDUFF153813 MSC VERONA                     9987287    LR    Iskenderun                Turkey              
MEDUFF159711 MSC VERONA                     9987287    LR    Mersin                    Turkey              
MEDUFF233904 MSC VERONA                     9987287    LR    Iskenderun                Turkey              
MEDUFF242673 MSC VERONA                     9987287    LR    Iskenderun                Turkey              
MEDUFF242731 MSC VERONA                     9987287    LR    Iskenderun                Turkey              
MEDUFF244208 MSC VERONA                     9987287    LR    Iskenderun                Turkey              
MEDUJ4279280 MSC VERONA                     9987287    LR    Damietta                  Egypt               
MEDUJ4279595 MSC VERONA                     9987287    LR    Damietta                  Egypt               
MEDUJ4279611 MSC VERONA                     9987287    LR    Damietta                  Egypt               
MEDUKC011955 MSC VIDHI                      9238739    LR    Iskenderun                Turkey              
MEDUOK721837 MSC VIDHI                      9238739    LR    Iskenderun                Turkey              
MEDUVZ932462 MSC VIDHI                      9238739    LR    Iskenderun                Turkey              
038VH9364007 MSC VIRGINIA                   9908059    LR    Abu Qir                   Egypt               
038VH9364007 MSC VIRGINIA                   9908059    LR    Mersin                    Turkey              
038VH9374280 MSC VIRGINIA                   9908059    LR    Abu Qir                   Egypt               
038VH9374280 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
038VH9381549 MSC VIRGINIA                   9908059    LR    Abu Qir                   Egypt               
038VH9381549 MSC VIRGINIA                   9908059    LR    Beirut                    Lebanon             
038VH9381554 MSC VIRGINIA                   9908059    LR    Abu Qir                   Egypt               
038VH9381554 MSC VIRGINIA                   9908059    LR    Beirut                    Lebanon             
MEDUFF054441 MSC VIRGINIA                   9908059    LR    Abu Qir                   Egypt               
MEDUFF054441 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF157137 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF232849 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF232898 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233789 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233813 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233870 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233912 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233938 MSC VIRGINIA                   9908059    LR    Iskenderun                Turkey              
MEDUFF233979 MSC VIRGINIA                   9908059    LR    Mersin                    Turkey              
MEDUDO518440 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUDO518457 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF057303 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF057337 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF200952 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF287082 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF287108 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF299228 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF299251 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUFF299327 MSC WASHINGTON                 9908047    LR    Iskenderun                Turkey              
MEDUOQ947741 MSC WEST V                     9409041    CY    Iskenderun                Turkey              
038VH1276681 PORTO CHELI                    9221839    LR    Iskenderun                Turkey              
038VH1288946 PORTO CHELI                    9221839    LR    Iskenderun                Turkey              
038VH9316041 PORTO CHELI                    9221839    LR    Haifa                     Israel              
038VH9322873 PORTO CHELI                    9221839    LR    Iskenderun                Turkey              
038VH9325786 PORTO CHELI                    9221839    LR    Ashdod                    Israel              
038VH9326737 PORTO CHELI                    9221839    LR    Iskenderun                Turkey              
038VH9333096 PORTO CHELI                    9221839    LR    Iskenderun                Turkey              
